src_ip,dst_ip,src_port,dst_port,protocol,TotFwdPkts,TotBwdPkts,TotLenFwdPkts,TotLenBwdPkts,FwdPktLenMean,BwdPktLenMean,FwdIATMean,BwdIATMean,FlowDuration,FlowByts/s,FlowPkts/s,Label
10.8.0.14,131.202.244.5,64979,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000772,603626.9430051813471502590674,2590.673575129533678756476684,voip
10.8.0.14,131.202.244.5,49934,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000804,579601.9900497512437810945274,2487.562189054726368159203980,voip
10.8.0.14,131.202.244.5,13988,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000714,652661.0644257703081232492997,2801.120448179271708683473389,voip
10.8.0.14,131.202.244.5,52853,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000721,646324.5492371705963938973648,2773.925104022191400832177531,voip
10.8.0.14,131.202.244.5,33579,53,UDP,1,1,73,225,73.0,225.0,0,0,0.000770,387012.9870129870129870129870,2597.402597402597402597402597,voip
10.8.0.14,131.202.244.3,60590,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000849,511189.6348645465253239104829,2355.712603062426383981154299,voip
10.8.0.14,131.202.244.5,60590,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000761,570302.2339027595269382391590,2628.120893561103810775295664,voip
10.8.0.14,131.202.6.3,60590,53,UDP,1,1,61,373,61.0,373.0,0,0,0.002658,163280.6621519939804364183597,752.4454477050413844996237773,voip
10.8.0.14,131.202.244.5,18863,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000775,601290.3225806451612903225806,2580.645161290322580645161290,voip
10.8.0.14,131.202.244.5,50824,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000819,529914.5299145299145299145299,2442.002442002442002442002442,voip
10.8.0.14,131.202.244.5,47432,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000730,638356.1643835616438356164384,2739.726027397260273972602740,voip
10.8.0.14,131.202.244.5,36823,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000713,653576.4375876577840112201964,2805.049088359046283309957924,voip
10.8.0.14,131.202.244.5,47591,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000791,589127.6864728192161820480405,2528.445006321112515802781290,voip
10.8.0.14,131.202.244.5,26561,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000722,601108.0332409972299168975069,2770.083102493074792243767313,voip
10.8.0.14,131.202.244.5,48228,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000682,636363.6363636363636363636364,2932.551319648093841642228739,voip
10.8.0.14,131.202.244.5,53484,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000667,650674.6626686656671664167916,2998.500749625187406296851574,voip
10.8.0.14,131.202.244.5,55674,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000656,710365.8536585365853658536585,3048.780487804878048780487805,voip
10.8.0.14,131.202.244.5,61762,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000783,595146.8710089399744572158365,2554.278416347381864623243934,voip
10.8.0.14,131.202.244.5,3010,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000761,570302.2339027595269382391590,2628.120893561103810775295664,voip
10.8.0.14,131.202.244.5,28774,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000801,541822.7215980024968789013733,2496.878901373283395755305868,voip
10.8.0.14,131.202.244.5,48303,53,UDP,2,2,138,466,69.0,233.0,2826.618813,2826.618908,2826.619488,0.2136828117700998458551630845,0.001415117958742383085133530361,voip
10.8.0.14,74.125.226.4,43104,443,TCP,25,26,5190,2874,207.6,110.53846153846153,3.089142041666666666666666667,2.9655494,74.164596,108.7311255629303232501933942,0.6876596482774611217460147696,voip
10.8.0.14,131.202.244.5,62901,53,UDP,1,1,67,406,67.0,406.0,0,0,0.039816,11879.64637331725939320876030,50.23106288929073739200321479,voip
10.8.0.14,131.202.244.5,16315,53,UDP,1,1,67,406,67.0,406.0,0,0,0.039816,11879.64637331725939320876030,50.23106288929073739200321479,voip
10.8.0.14,131.202.244.5,42857,53,UDP,1,1,69,400,69.0,400.0,0,0,0.044392,10564.96666065957830239682826,45.05316273202378806992250856,voip
10.8.0.14,173.194.121.5,32818,443,TCP,24,22,4237,6596,176.54166666666666,299.8181818181818,10.43983960869565217391304348,11.43410257142857142857142857,240.147619,45.10975393014410857015409343,0.1915488489602722232278305453,voip
10.8.0.14,131.202.244.5,47271,53,UDP,1,1,75,422,75.0,422.0,0,0,0.040713,12207.40304079777957900424926,49.12435831306953552919214993,voip
10.8.0.14,173.194.123.8,34564,443,TCP,31,35,3131,11142,101.0,318.34285714285716,8.005427833333333333333333333,7.063605235294117647058823529,240.188050,59.42427194025681127766348076,0.2747846947423071214408876711,voip
10.8.0.14,131.202.244.5,10351,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000684,634502.9239766081871345029240,2923.976608187134502923976608,voip
10.8.0.14,131.202.244.5,29917,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000680,685294.1176470588235294117647,2941.176470588235294117647059,voip
10.8.0.14,131.202.244.5,16474,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000838,517899.7613365155131264916468,2386.634844868735083532219570,voip
10.8.0.14,131.202.244.5,51564,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000748,622994.6524064171122994652406,2673.796791443850267379679144,voip
10.8.0.14,131.202.244.5,39657,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000727,640990.3713892709766162310867,2751.031636863823933975240715,voip
10.8.0.14,131.202.244.5,34830,53,UDP,1,1,67,406,67.0,406.0,0,0,0.000737,641791.0447761194029850746269,2713.704206241519674355495251,voip
10.8.0.14,131.202.244.3,13376,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000911,511525.7958287596048298572997,2195.389681668496158068057080,voip
10.8.0.14,131.202.244.5,13376,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000822,566909.9756690997566909975669,2433.090024330900243309002433,voip
10.8.0.14,131.202.6.3,13376,53,UDP,1,1,65,401,65.0,401.0,0,0,0.001941,240082.4317362184441009788769,1030.396702730551262235960845,voip
10.8.0.14,131.202.244.5,56372,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000731,637482.9001367989056087551300,2735.978112175102599179206566,voip
10.8.0.14,131.202.244.5,50403,53,UDP,1,1,61,394,61.0,394.0,0,0,0.000812,560344.8275862068965517241379,2463.054187192118226600985222,voip
10.8.0.14,131.202.244.5,21072,53,UDP,1,1,61,394,61.0,394.0,0,0,0.000806,564516.1290322580645161290323,2481.389578163771712158808933,voip
10.8.0.14,173.194.123.4,39082,443,TCP,18,19,3713,5746,206.27777777777777,302.42105263157896,3.433322235294117647058823529,3.242561833333333333333333333,58.391836,161.9918236515118312087326728,0.6336502246649685754015338720,voip
10.8.0.14,131.202.244.5,14613,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000727,640990.3713892709766162310867,2751.031636863823933975240715,voip
10.8.0.14,131.202.244.5,17735,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000843,552787.6631079478054567022539,2372.479240806642941874258600,voip
10.8.0.14,131.202.244.5,51248,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000701,619115.5492154065620542082739,2853.067047075606276747503566,voip
10.8.0.14,131.202.244.5,37465,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000731,637482.9001367989056087551300,2735.978112175102599179206566,voip
10.8.0.14,131.202.244.5,12153,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000861,541231.1265969802555168408827,2322.880371660859465737514518,voip
10.8.0.14,131.202.244.5,47700,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000720,602777.7777777777777777777778,2777.777777777777777777777778,voip
10.8.0.14,131.202.244.5,28437,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000707,613861.3861386138613861386139,2828.854314002828854314002829,voip
10.8.0.14,131.202.244.5,48561,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000692,627167.6300578034682080924855,2890.173410404624277456647399,voip
10.8.0.14,131.202.244.5,12950,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000736,633152.1739130434782608695652,2717.391304347826086956521739,voip
10.8.0.14,131.202.244.5,47157,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000770,605194.8051948051948051948052,2597.402597402597402597402597,voip
10.8.0.14,131.202.244.5,54283,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000795,545911.9496855345911949685535,2515.723270440251572327044025,voip
10.8.0.14,131.202.244.5,40125,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000726,597796.1432506887052341597796,2754.820936639118457300275482,voip
10.8.0.14,131.202.244.5,6658,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000665,652631.5789473684210526315789,3007.518796992481203007518797,voip
10.8.0.14,131.202.244.5,15563,53,UDP,2,2,126,614,63.0,307.0,3098.068262,3098.068355,3098.069000,0.2388584631265475365461518126,0.001291126827711067765114334122,voip
10.8.0.14,131.202.244.5,10181,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000749,579439.2523364485981308411215,2670.226969292389853137516689,voip
10.8.0.14,131.202.244.5,34225,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000783,595146.8710089399744572158365,2554.278416347381864623243934,voip
10.8.0.14,131.202.244.3,64737,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000831,560770.1564380264741275571600,2406.738868832731648616125150,voip
10.8.0.14,131.202.244.5,64737,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000769,605981.7945383615084525357607,2600.780234070221066319895969,voip
10.8.0.14,131.202.6.3,64737,53,UDP,1,1,65,401,65.0,401.0,0,0,0.002286,203849.5188101487314085739283,874.8906386701662292213473316,voip
10.8.0.14,131.202.244.5,3514,53,UDP,1,1,61,256,61.0,256.0,0,0,0.000732,433060.1092896174863387978142,2732.240437158469945355191257,voip
10.8.0.14,131.202.244.5,2411,53,UDP,1,1,61,256,61.0,256.0,0,0,0.000729,434842.2496570644718792866941,2743.484224965706447187928669,voip
10.8.0.14,173.194.123.22,49966,443,TCP,18,21,3680,6113,204.44444444444446,291.0952380952381,3.472237941176470588235294118,2.9513862,59.053474,165.8327501613198911887893335,0.6604183862239840453755523341,voip
10.8.0.14,131.202.244.5,43725,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000747,623828.6479250334672021419009,2677.376171352074966532797858,voip
10.8.0.14,131.202.244.5,29790,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000839,555423.1227651966626936829559,2383.790226460071513706793802,voip
10.8.0.14,131.202.244.5,49970,53,UDP,2,2,127,591,63.5,295.5,1182.885903,1182.885795,1182.886530,0.6069897507413496373147473410,0.003381558499951808564427561788,voip
10.8.0.14,131.202.244.5,21861,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000763,568807.3394495412844036697248,2621.231979030144167758846658,voip
10.8.0.14,131.202.244.5,26383,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000806,578163.7717121588089330024814,2481.389578163771712158808933,voip
10.8.0.14,131.202.244.5,48351,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000915,509289.6174863387978142076503,2185.792349726775956284153005,voip
10.8.0.14,131.202.244.5,53331,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000800,5.425E+5,2.5E+3,voip
10.8.0.14,131.202.244.5,23159,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000626,744408.9456869009584664536741,3194.888178913738019169329073,voip
10.8.0.14,131.202.244.3,35467,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000832,521634.6153846153846153846154,2403.846153846153846153846154,voip
10.8.0.14,131.202.6.3,35467,53,UDP,1,1,61,373,61.0,373.0,0,0,0.001762,246311.0102156640181611804767,1135.073779795686719636776390,voip
10.8.0.14,131.202.244.3,38633,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000664,701807.2289156626506024096386,3012.048192771084337349397590,voip
10.8.0.14,131.202.244.3,31653,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000749,579439.2523364485981308411215,2670.226969292389853137516689,voip
10.8.0.14,131.202.244.3,13052,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000837,518518.5185185185185185185185,2389.486260454002389486260454,voip
10.8.0.14,131.202.244.3,46552,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000788,591370.5583756345177664974619,2538.071065989847715736040609,voip
10.8.0.14,131.202.244.3,15563,53,UDP,2,2,126,774,63.0,387.0,3071.333804,3071.333685,3071.334491,0.2930322316365378257330292196,0.001302365473940168114369018754,voip
10.8.0.14,131.202.244.3,42824,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000690,628985.5072463768115942028986,2898.550724637681159420289855,voip
10.8.0.14,131.202.244.3,35298,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000631,687797.1473851030110935023772,3169.572107765451664025356577,voip
10.8.0.14,131.202.244.3,45613,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000775,5.6E+5,2580.645161290322580645161290,voip
10.8.0.14,131.202.244.3,48246,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000834,558752.9976019184652278177458,2398.081534772182254196642686,voip
10.8.0.14,131.202.244.3,53695,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000768,565104.1666666666666666666667,2604.166666666666666666666667,voip
10.8.0.14,131.202.244.3,46575,53,UDP,1,1,65,401,65.0,401.0,0,0,0.080622,5780.060033241546972290441815,24.80712460618689687678301208,voip
10.8.0.14,131.202.244.3,56874,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000839,555423.1227651966626936829559,2383.790226460071513706793802,voip
10.8.0.14,131.202.244.3,2938,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000831,560770.1564380264741275571600,2406.738868832731648616125150,voip
10.8.0.14,131.202.244.3,55897,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000835,558083.8323353293413173652695,2395.209580838323353293413174,voip
10.8.0.14,131.202.244.3,31373,53,UDP,1,1,62,190,62.0,190.0,0,0,0.000652,386503.0674846625766871165644,3067.484662576687116564417178,voip
10.8.0.14,131.202.244.5,31373,53,UDP,1,1,62,190,62.0,190.0,0,0,0.000690,365217.3913043478260869565217,2898.550724637681159420289855,voip
10.8.0.14,131.202.6.3,31373,53,UDP,1,1,62,190,62.0,190.0,0,0,0.001586,158890.2900378310214375788146,1261.034047919293820933165195,voip
10.8.0.14,131.202.244.3,39898,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000775,601290.3225806451612903225806,2580.645161290322580645161290,voip
10.8.0.14,131.202.244.3,7651,53,UDP,1,1,62,190,62.0,190.0,0,0,0.000683,368960.4685212298682284040996,2928.257686676427525622254758,voip
10.8.0.14,131.202.244.3,50074,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000950,490526.3157894736842105263158,2105.263157894736842105263158,voip
10.8.0.14,131.202.244.3,37059,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000691,628075.2532561505065123010130,2894.356005788712011577424023,voip
10.8.0.14,131.202.244.3,62980,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000702,663817.6638176638176638176638,2849.002849002849002849002849,voip
10.8.0.14,131.202.244.3,63655,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000712,609550.5617977528089887640449,2808.988764044943820224719101,voip
10.8.0.14,131.202.244.3,53845,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000686,679300.2915451895043731778426,2915.451895043731778425655977,voip
10.8.0.14,131.202.244.3,56110,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000651,666666.6666666666666666666667,3072.196620583717357910906298,voip
10.8.0.14,131.202.244.3,64336,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000832,521634.6153846153846153846154,2403.846153846153846153846154,voip
10.8.0.14,131.202.244.3,29682,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000694,671469.7406340057636887608069,2881.844380403458213256484150,voip
10.8.0.14,131.202.244.3,18329,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000823,566221.1421628189550425273390,2430.133657351154313487241798,voip
10.8.0.14,131.202.244.3,49722,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000854,508196.7213114754098360655738,2341.920374707259953161592506,voip
10.8.0.14,131.202.244.3,40050,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000858,505827.5058275058275058275058,2331.002331002331002331002331,voip
10.8.0.14,131.202.244.3,44431,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000921,505971.7698154180238870792617,2171.552660152008686210640608,voip
10.8.0.14,131.202.244.3,43392,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000757,573315.7199471598414795244386,2642.007926023778071334214003,voip
10.8.0.14,131.202.244.3,26153,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000793,587641.8663303909205548549811,2522.068095838587641866330391,voip
10.8.0.14,131.202.244.3,57410,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000816,571078.4313725490196078431373,2450.980392156862745098039216,voip
10.8.0.14,131.202.244.3,60719,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000708,658192.0903954802259887005650,2824.858757062146892655367232,voip
10.8.0.14,131.202.244.3,46241,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000801,581772.7840199750312109862672,2496.878901373283395755305868,voip
10.8.0.14,131.202.244.5,46241,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000826,564164.6489104116222760290557,2421.307506053268765133171913,voip
10.8.0.14,131.202.6.3,46241,53,UDP,1,1,65,401,65.0,401.0,0,0,0.001969,236668.3595733875063484002031,1015.744032503809040121889284,voip
10.8.0.14,131.202.244.3,44500,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000732,592896.1748633879781420765027,2732.240437158469945355191257,voip
10.8.0.14,131.202.244.3,33499,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000778,598971.7223650385604113110540,2570.694087403598971722365039,voip
10.8.0.14,131.202.244.3,49517,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000819,568986.5689865689865689865690,2442.002442002442002442002442,voip
10.8.0.14,131.202.244.3,41285,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000680,638235.2941176470588235294118,2941.176470588235294117647059,voip
10.8.0.14,131.202.244.3,2791,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000665,700751.8796992481203007518797,3007.518796992481203007518797,voip
10.8.0.14,131.202.244.3,19024,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000768,565104.1666666666666666666667,2604.166666666666666666666667,voip
10.8.0.14,131.202.244.3,16994,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000721,646324.5492371705963938973648,2773.925104022191400832177531,voip
10.8.0.14,131.202.244.3,19776,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000738,588075.8807588075880758807588,2710.027100271002710027100271,voip
10.8.0.14,131.202.244.3,29327,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000794,546599.4962216624685138539043,2518.891687657430730478589421,voip
10.8.0.14,131.202.244.3,31483,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000773,561448.9003880983182406209573,2587.322121604139715394566624,voip
10.8.0.14,131.202.244.3,61475,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000682,683284.4574780058651026392962,2932.551319648093841642228739,voip
10.8.0.14,131.202.244.3,10622,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000823,566221.1421628189550425273390,2430.133657351154313487241798,voip
10.8.0.14,131.202.244.3,9333,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000725,598620.6896551724137931034483,2758.620689655172413793103448,voip
10.8.0.14,131.202.244.3,64004,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000761,570302.2339027595269382391590,2628.120893561103810775295664,voip
10.8.0.14,131.202.244.3,24218,53,UDP,1,1,73,225,73.0,225.0,0,0,0.046852,6360.454196192265004695637326,42.68761205498164432681635789,voip
10.8.0.14,131.202.244.3,10831,53,UDP,1,1,67,406,67.0,406.0,0,0,0.000800,5.9125E+5,2.5E+3,voip
10.8.0.14,173.194.123.7,46840,443,TCP,23,28,4853,6839,211.0,244.25,3.355775363636363636363636364,2.734326259259259259259259259,73.852346,158.3158915493354808254838648,0.6905670945104438523862193897,voip
10.8.0.14,131.202.244.3,23078,53,UDP,1,1,67,406,67.0,406.0,0,0,0.000771,613488.9753566796368352788586,2594.033722438391699092088197,voip
10.8.0.14,131.202.244.3,49415,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000825,526060.6060606060606060606061,2424.242424242424242424242424,voip
10.8.0.14,131.202.244.3,3042,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000647,720247.2952086553323029366306,3091.190108191653786707882535,voip
10.8.0.14,131.202.244.3,3822,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000874,496567.5057208237986270022883,2288.329519450800915331807780,voip
10.8.0.14,131.202.244.3,41611,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000827,563482.4667472793228536880290,2418.379685610640870616686820,voip
10.8.0.14,131.202.244.3,32846,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000904,515486.7256637168141592920354,2212.389380530973451327433628,voip
10.8.0.14,131.202.244.3,17647,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000726,641873.2782369146005509641873,2754.820936639118457300275482,voip
10.8.0.14,131.202.244.5,17647,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000721,646324.5492371705963938973648,2773.925104022191400832177531,voip
10.8.0.14,131.202.6.3,17647,53,UDP,1,1,65,401,65.0,401.0,0,0,0.001879,248004.2575838211814795103779,1064.395955295369877594465141,voip
10.8.0.14,131.202.244.3,17889,53,UDP,1,1,67,406,67.0,406.0,0,0,0.000782,604859.3350383631713554987212,2557.544757033248081841432225,voip
10.8.0.14,131.202.244.3,31077,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000874,533180.7780320366132723112128,2288.329519450800915331807780,voip
10.8.0.14,131.202.244.3,20258,53,UDP,1,1,61,394,61.0,394.0,0,0,0.000831,547533.0926594464500601684717,2406.738868832731648616125150,voip
10.8.0.14,131.202.244.3,10001,53,UDP,1,1,61,394,61.0,394.0,0,0,0.000821,554202.1924482338611449451888,2436.053593179049939098660171,voip
10.8.0.14,74.125.226.9,46060,443,TCP,7,0,420,0,60.0,0.0,10.52144733333333333333333333,0,63.128684,6.653077070321947468443980236,0.1108846178386991244740663373,voip
10.8.0.14,131.202.244.3,20441,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000757,615587.8467635402906208718626,2642.007926023778071334214003,voip
10.8.0.14,131.202.244.3,26021,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000826,564164.6489104116222760290557,2421.307506053268765133171913,voip
10.8.0.14,131.202.244.3,65530,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000768,565104.1666666666666666666667,2604.166666666666666666666667,voip
10.8.0.14,131.202.244.3,27980,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000788,591370.5583756345177664974619,2538.071065989847715736040609,voip
10.8.0.14,131.202.244.3,47499,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000821,528623.6297198538367844092570,2436.053593179049939098660171,voip
10.8.0.14,131.202.244.3,41410,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000852,546948.3568075117370892018779,2347.417840375586854460093897,voip
10.8.0.14,131.202.244.3,45881,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000843,514827.9952550415183867141163,2372.479240806642941874258600,voip
10.8.0.14,131.202.244.3,56914,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000837,518518.5185185185185185185185,2389.486260454002389486260454,voip
10.8.0.14,131.202.244.3,41810,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000796,545226.1306532663316582914573,2512.562814070351758793969849,voip
10.8.0.14,131.202.244.3,58247,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000679,686303.3873343151693667157585,2945.508100147275405007363770,voip
10.8.0.14,131.202.244.3,27298,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000758,614775.7255936675461741424802,2638.522427440633245382585752,voip
10.8.0.14,131.202.244.3,55559,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000748,580213.9037433155080213903743,2673.796791443850267379679144,voip
10.8.0.14,131.202.244.3,34072,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000676,642011.8343195266272189349112,2958.579881656804733727810651,voip
10.8.0.14,131.202.244.3,1654,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000693,672438.6724386724386724386724,2886.002886002886002886002886,voip
10.8.0.14,131.202.244.3,43736,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000698,621776.5042979942693409742120,2865.329512893982808022922636,voip
10.8.0.14,131.202.244.3,62629,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000806,578163.7717121588089330024814,2481.389578163771712158808933,voip
10.8.0.14,131.202.244.3,29471,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000886,525959.3679458239277652370203,2257.336343115124153498871332,voip
10.8.0.14,131.202.244.5,29471,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000917,508178.8440567066521264994547,2181.025081788440567066521265,voip
10.8.0.14,131.202.6.3,29471,53,UDP,1,1,65,401,65.0,401.0,0,0,0.001783,261357.2630398205272013460460,1121.704991587212563095905777,voip
10.8.0.14,131.202.244.3,21494,53,UDP,1,1,61,256,61.0,256.0,0,0,0.000957,331243.4691745036572622779519,2089.864158829676071055381400,voip
10.8.0.14,131.202.244.3,39726,53,UDP,1,1,61,256,61.0,256.0,0,0,0.000931,340494.0923737916219119226638,2148.227712137486573576799141,voip
10.8.0.14,74.125.226.21,44093,443,TCP,19,18,3971,2667,209.0,148.16666666666666,3.244868055555555555555555556,3.435821882352941176470588235,58.434562,113.5971550535451947085699042,0.6331869142785736975319503550,voip
10.8.0.14,131.202.244.3,16381,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000708,658192.0903954802259887005650,2824.858757062146892655367232,voip
10.8.0.14,131.202.244.3,40253,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000886,525959.3679458239277652370203,2257.336343115124153498871332,voip
10.8.0.14,131.202.244.3,40218,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000739,587280.1082543978349120433018,2706.359945872801082543978349,voip
10.8.0.14,131.202.244.3,19951,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000780,597435.8974358974358974358974,2564.102564102564102564102564,voip
10.8.0.14,131.202.244.3,52306,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000804,579601.9900497512437810945274,2487.562189054726368159203980,voip
10.8.0.14,131.202.244.3,7503,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000757,573315.7199471598414795244386,2642.007926023778071334214003,voip
10.8.0.14,131.202.244.5,7503,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000751,577896.1384820239680426098535,2663.115845539280958721704394,voip
10.8.0.14,131.202.6.3,7503,53,UDP,1,1,61,373,61.0,373.0,0,0,0.040794,10638.81943423052409668088444,49.02681766926508800313771633,voip
10.8.0.14,131.202.244.3,3034,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000659,707132.0182094081942336874052,3034.901365705614567526555387,voip
10.8.0.14,131.202.244.3,38530,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000763,568807.3394495412844036697248,2621.231979030144167758846658,voip
10.8.0.14,131.202.244.3,13508,53,UDP,1,1,65,401,65.0,401.0,0,0,0.000751,620505.9920106524633821571238,2663.115845539280958721704394,voip
10.8.0.14,131.202.244.3,59633,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000805,539130.4347826086956521739130,2484.472049689440993788819876,voip
10.8.0.14,131.202.244.3,39403,53,UDP,1,1,61,373,61.0,373.0,0,0,0.000799,543178.9737171464330413016270,2503.128911138923654568210263,voip
